model,model_id,prompt_variant,run,occupation,soc2020_code,score,confidence,rationale,temperature,top_p,max_tokens,context_cleared
DeepSeek,DeepSeek-V3,main_prompt,10,Traffic and vehicle examiner/inspector,3581,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Occupational health and safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Fire safety officer,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Road traffic and transport safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Occupational hygienist,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Environmental health professional,2483,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Environmental consultant,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Environmental scientist,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Environmental/geo-environmental engineer,2152,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Sustainability officer,2152,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Energy manager,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Hydrogeologist,2114,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,10,Hydrologist,2114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Civil engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Structural engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Geotechnical engineer,2121,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Transportation engineer,2121,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Water engineer (professional),2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Building and building services engineer,2121,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Engineering project manager,2127,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Project engineer,2127,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Energy engineer,2129,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Traffic engineer,2129,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Heating and ventilating engineer (professional),2129,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Gas engineer (professional),2129,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Construction project manager,2455,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Construction contract manager,2455,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Transport planner,2455,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Quantity surveyor,2453,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Building control surveyor,2454,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Land surveyor,2454,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Hydrographic surveyor,2454,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Town planning officer,2452,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Urban designer,2452,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Chartered architectural technologist,2452,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,BIM technician,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,CAD technician,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Architectural technician,3120,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Cartographer,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Civil engineering technician,3114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Building technician,3114,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Surveying technician,3114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Planning engineer,2481,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Quality control engineer,2481,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Estimator,3541,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Valuer,3541,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Energy adviser and assessor,3541,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Building control officer,3581,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Housing and planning inspector,3581,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Health and safety inspector,3581,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Traffic and vehicle examiner/inspector,3581,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Occupational health and safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Fire safety officer,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Road traffic and transport safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Occupational hygienist,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Environmental health professional,2483,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Environmental consultant,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Environmental scientist,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Environmental/geo-environmental engineer,2152,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Sustainability officer,2152,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Energy manager,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Hydrogeologist,2114,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,11,Hydrologist,2114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Civil engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Structural engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Geotechnical engineer,2121,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Transportation engineer,2121,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Water engineer (professional),2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Building and building services engineer,2121,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Engineering project manager,2127,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Project engineer,2127,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Energy engineer,2129,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Traffic engineer,2129,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Heating and ventilating engineer (professional),2129,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Gas engineer (professional),2129,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Construction project manager,2455,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Construction contract manager,2455,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Transport planner,2455,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Quantity surveyor,2453,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Building control surveyor,2454,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Land surveyor,2454,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Hydrographic surveyor,2454,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Town planning officer,2452,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Urban designer,2452,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Chartered architectural technologist,2452,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,BIM technician,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,CAD technician,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Architectural technician,3120,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Cartographer,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Civil engineering technician,3114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Building technician,3114,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Surveying technician,3114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Planning engineer,2481,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Quality control engineer,2481,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Estimator,3541,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Valuer,3541,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Energy adviser and assessor,3541,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Building control officer,3581,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Housing and planning inspector,3581,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Health and safety inspector,3581,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Traffic and vehicle examiner/inspector,3581,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Occupational health and safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Fire safety officer,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Road traffic and transport safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Occupational hygienist,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Environmental health professional,2483,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Environmental consultant,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Environmental scientist,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Environmental/geo-environmental engineer,2152,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Sustainability officer,2152,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Energy manager,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Hydrogeologist,2114,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,12,Hydrologist,2114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Civil engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Structural engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Geotechnical engineer,2121,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Transportation engineer,2121,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Water engineer (professional),2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Building and building services engineer,2121,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Engineering project manager,2127,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Project engineer,2127,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Energy engineer,2129,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Traffic engineer,2129,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Heating and ventilating engineer (professional),2129,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Gas engineer (professional),2129,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Construction project manager,2455,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Construction contract manager,2455,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Transport planner,2455,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Quantity surveyor,2453,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Building control surveyor,2454,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Land surveyor,2454,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Hydrographic surveyor,2454,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Town planning officer,2452,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Urban designer,2452,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Chartered architectural technologist,2452,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,BIM technician,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,CAD technician,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Architectural technician,3120,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Cartographer,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Civil engineering technician,3114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Building technician,3114,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Surveying technician,3114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Planning engineer,2481,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Quality control engineer,2481,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Estimator,3541,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Valuer,3541,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Energy adviser and assessor,3541,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Building control officer,3581,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Housing and planning inspector,3581,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Health and safety inspector,3581,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Traffic and vehicle examiner/inspector,3581,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Occupational health and safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
